Node,In-Degree,Out-Degree,Closeness,Betweenness,PageRank
545,49,24,0.2112064299090359,0.000245913462788543,0.00044268309340101997
549,62,4,0.20717988302981244,0.00022408806571438698,0.0005821674764842345
560,40,8,0.21569084983786843,0.0002833533263355371,0.00041481310982103176
592,17,12,0.19825805098588964,0.00011079121275423677,0.00012236748661421704
600,77,214,0.23177839973897546,0.0031101472691549984,0.0007331339106458741
645,8,16,0.17292782909565804,9.111664090485261e-06,6.997563942485008e-05
650,14,98,0.1690568357703584,5.7503366177507676e-05,6.766389861048441e-05
659,44,14,0.22179494567724328,0.0001423507834592914,0.00020396625735167142
664,26,13,0.18179117921561638,7.782186522787093e-05,0.00014705861862734077
667,35,19,0.22140087707373024,0.00024332925960560226,0.00042673136969066596
673,42,5,0.18991840120859255,9.173397790749636e-05,0.00023324579985905083
675,25,1,0.18479117339754755,4.966296542142918e-06,0.00011918372261819618
696,33,6,0.204382144737299,8.819707722912778e-05,0.0002827552343057353
706,24,95,0.18797977620505532,0.00012562356164595853,9.743865687052646e-05
723,25,1,0.1881500734505982,4.570925361613741e-07,0.00015545631135223913
739,60,0,0.22034501634428155,0.0,0.0004863886423818306
756,64,0,0.22512964271837024,0.0,0.000599591872290229
857,115,0,0.2220003871099233,0.0,0.00047928124901166526
864,20,0,0.18506550708727076,0.0,9.448462172656751e-05
893,53,0,0.2231652570679266,0.0,0.0003531787194821059
959,78,12,0.2348802343170354,0.00016446393864505738,0.0005157729567889809
994,33,45,0.19442239491314411,0.00013057960163348912,0.00013485359193883613
1131,34,0,0.2062888181619424,0.0,0.00018425366268540156
3755,121,0,0.25788882083963066,0.0,0.001064328972994103
8282,11,0,0.17494521061044896,0.0,7.55314521027557e-05
8284,10,0,0.19430038983043302,0.0,0.00016424524204940803
4,0,29,0.0,0.0,5.0487823458630175e-05
10,15,86,0.17745911940519962,0.000683541968927504,0.0004213996615598799
38,14,14,0.2142445876204903,6.668692344650273e-05,0.00016519399800671061
56,149,24,0.25131790315226454,0.002295473350764129,0.000916041669228302
130,20,13,0.17569103343312037,1.2540242834584426e-05,9.571900499208367e-05
140,22,30,0.17617954707525968,0.0001350269332532039,0.00017782545502729766
147,15,58,0.17614634167600884,0.0002140920756148428,0.00014192049378810773
151,37,74,0.18575671102558683,0.00035810199048214177,0.00030297174644720306
232,22,23,0.19906037323695075,0.00019656810295855666,0.0001967262550177801
243,84,2,0.21166084301834082,0.0002575178668691845,0.0005818585824085621
341,13,47,0.1962390451123326,0.00012579842276797467,8.781814134416319e-05
606,15,3,0.17462415028914122,2.210024988324262e-06,0.00013381930365561145
5,0,23,0.0,0.0,5.0487823458630175e-05
61,20,0,0.21763290079257258,0.0,0.00021508864714877977
89,16,29,0.20152850724474045,0.00017058303404381803,0.0001131594382148423
93,17,1,0.15763003075518367,4.606127275649053e-05,0.00012296226524326226
153,18,1,0.1837932059680401,0.0001830528142342705,0.00027520482618477877
163,14,9,0.17462415028914122,0.00012133967348584093,9.553360472363267e-05
167,12,0,0.17234118742947313,0.0,8.519606296775292e-05
168,24,9,0.17468126766926478,7.782813083061151e-05,0.00011824328109330082
175,19,1,0.1882069077878435,9.360948699485288e-05,0.00020397898730008682
34,20,5,0.176562310933261,0.00015278122374341054,0.000260688653847685
132,28,29,0.18483826004400175,0.00023038689269878326,0.00017738177851023718
135,35,7,0.18553545135688798,0.00014563409698140054,0.00031002553855235073
171,53,70,0.22457970740057281,0.000608825917673566,0.00031340407644990726
183,27,0,0.18379121665282902,0.0,0.00012070690254376315
216,21,8,0.1768881333107758,2.6960831800749484e-05,0.0001296989039951812
219,18,0,0.17467802811583655,0.0,0.00014360419800730196
227,27,5,0.19203543480710614,7.397703372969116e-05,0.00033204388971413355
228,44,6,0.184856540047962,1.7263062987845985e-05,0.00018316930606201504
236,21,39,0.20012600692665605,0.00016420246348676235,0.00013810446219604452
250,22,0,0.17874127836445858,0.0,0.0003704756229963375
258,13,6,0.17290383466953127,1.002581692411708e-05,0.0001021856163532881
259,78,56,0.2171946205780813,0.0006868344494636043,0.0004940474346471421
274,29,0,0.18334168875475865,0.0,0.00012403948740393288
285,61,6,0.23779363967876951,0.00023800043926989169,0.0003704876932980772
290,136,71,0.24589579749983131,0.0007585687261862256,0.0006582816231966973
298,46,2,0.2258881231710297,4.1066334448431734e-05,0.0002600565106352666
301,13,1,0.17357014622480896,6.369000996212422e-07,8.706306072948801e-05
304,46,79,0.20156110472798486,0.0003221671694771415,0.00023834640992262968
317,49,140,0.1950920472492399,0.0004780055034769111,0.00016222083499758264
319,18,199,0.18860571158821127,0.0005012558785428752,0.0001104357957512885
359,7,0,0.1519689449884013,0.0,7.211277906089701e-05
362,11,1,0.1825546347001629,5.1677075881553055e-05,0.00022867685064903147
378,17,0,0.18195902141874995,0.0,8.154289895912817e-05
390,13,0,0.18215399966974657,0.0,7.654500355274065e-05
391,33,1,0.1883851737118588,4.509578450791929e-06,0.0001775340354606607
392,5,0,0.17074390573070206,0.0,6.890773173491178e-05
394,19,0,0.18315239664096478,0.0,0.00019827780228349855
396,24,0,0.17719989420609178,0.0,0.0001152064277137535
402,50,0,0.19633927393928963,0.0,0.0004945466011707246
405,22,19,0.18496629604620926,0.00011975471687516141,0.0002009935076687256
406,23,34,0.21175675820720152,0.0003667932132085572,0.0001168294309571967
421,10,0,0.17162148443024952,0.0,6.411804641293473e-05
427,22,6,0.19985853030686637,1.2404769158066992e-05,0.00010539499389883797
431,21,0,0.20352673563099682,0.0,0.00016127717870621693
432,53,157,0.20809094402393183,0.0008800884810490337,0.00027756394516523035
433,12,0,0.19389277100889504,0.0,0.00014076088206169222
435,18,0,0.2048197473694927,0.0,0.0001778316728998161
440,16,8,0.19882745502552576,9.272864441997819e-05,0.00014712619954442322
447,29,15,0.19300706331715295,5.795222859432372e-05,0.00013310820349363126
538,10,0,0.18109552889543204,0.0,9.277526256605027e-05
564,17,15,0.1783821066655502,1.6063020416782917e-05,9.865138081018169e-05
566,15,0,0.19824032691330862,0.0,9.288890510597561e-05
579,83,4,0.23414467051170834,5.689439328271541e-05,0.0003785419341156827
589,18,0,0.21796268604846528,0.0,0.0002171879444174545
609,22,0,0.19315172850013257,0.0,0.0002632569077904933
613,16,2,0.1749674159594653,9.571696705933435e-05,0.00020573406349929803
616,16,1,0.1748610229379267,3.710488704297462e-07,9.587823450585155e-05
617,11,0,0.17155063152383335,0.0,6.442362192162725e-05
619,9,0,0.16360312206218852,0.0,8.152852778324885e-05
643,38,46,0.18573825256570456,0.000162569487451278,0.00015477330122582776
656,54,0,0.1905773079218469,0.0,0.0004068861721770797
665,97,7,0.2265806296981596,0.0013014001330750404,0.0016523142774243057
668,17,2,0.1784246758968087,1.805314615522925e-06,7.38610242096484e-05
691,19,24,0.21111101250225522,9.394561708970079e-05,0.0001202255976214575
694,5,0,0.16021128837722626,0.0,9.74299512139645e-05
700,20,0,0.18018808803756045,0.0,7.416443354652284e-05
704,57,81,0.21646518873132226,0.00029888338431746805,0.0002458988674796404
717,14,1,0.19850017572292972,7.744840777362729e-06,7.852939179717902e-05
730,46,34,0.2050772839645584,8.98140955727476e-05,0.0001912794618034088
733,49,8,0.20707659720766275,9.874333457424885e-05,0.00025423640052616656
741,38,0,0.22147363302259665,0.0,0.00019480863303386367
761,74,8,0.23307898306564842,0.0003602963851607558,0.0003741503663766589
765,100,0,0.24251281349330878,0.0,0.0004925293030406183
779,14,0,0.1741306405559234,0.0,7.843794865035678e-05
789,81,317,0.22325194442460053,0.0023794810267872236,0.00044818183209151155
791,10,41,0.16875158260235343,5.235594428310641e-05,7.64452393416404e-05
798,30,16,0.19296721258400534,8.209154816004779e-05,0.00015970874147398382
802,21,4,0.19983716306141744,0.00010992093223721611,0.00017294929212793202
813,42,272,0.20855530317377605,0.0007029500879098834,0.00020718521235985472
820,17,16,0.2033150491863782,3.297890278176524e-05,9.734905637469717e-05
826,27,249,0.21198490555088945,0.0006499518378669654,0.00010550045199416126
863,33,5,0.19003425220566977,0.0002819077969376933,0.0005031261013833063
871,50,59,0.20697341431679414,0.000250209782483035,0.0001939990406335625
881,21,0,0.21005300130172297,0.0,0.0001571826620384653
885,18,7,0.20100837774975455,1.9389715311618694e-05,8.356578230972623e-05
895,50,6,0.21538018144782714,8.41019051859086e-06,0.0002414136048174648
897,19,1,0.20251104059533778,6.7776034750001365e-06,0.0002143057964999314
904,55,119,0.22297231357449215,0.0007128975415304845,0.0003154904809515898
906,18,0,0.1939531048241659,0.0,0.0002142838617115259
907,30,9,0.20871831887610603,6.067218526908303e-05,0.00020143902012685402
913,31,3,0.20394728911019833,5.595158994126804e-05,0.0001490298111338812
922,51,149,0.2018004755406173,0.0010961779714125468,0.0011102332549468266
932,27,1,0.18847258933148148,6.987187131022591e-07,0.00014675114282338645
936,24,0,0.19438659843128892,0.0,0.00010564745073975372
955,25,0,0.18528556119795717,0.0,0.00011083387963017537
960,65,22,0.21360801150733877,0.000143040846488523,0.0003132369734427782
963,38,3,0.210988834095702,2.773427299516871e-06,0.00018324171778045967
966,32,0,0.21561169755330298,0.0,0.0003473542192979211
971,48,72,0.2110156812705992,0.0002501447225158702,0.00015946842300158811
972,36,0,0.21266574954748546,0.0,0.0002576317933144449
978,95,65,0.23771803442642345,0.001026748287535481,0.0006086390750651234
979,22,0,0.20905460125600156,0.0,0.00018656669911038635
983,5,1,0.1793670871568138,3.7778710916189636e-07,6.745170513835722e-05
991,21,0,0.2052589019687819,0.0,0.00014913007269820962
993,181,238,0.24489707234785035,0.004353772753102095,0.0012035351707928498
995,18,0,0.18744004446770085,0.0,8.52434142019669e-05
1007,31,0,0.2031398026735235,0.0,0.00010891329069533516
1014,60,0,0.21107215831791185,0.0,0.0002927748895751095
1022,33,14,0.2098312645593812,0.00011220352151219021,0.0002448118022459652
1026,189,0,0.26713180105543266,0.0,0.001175321411285121
1032,21,39,0.20007245434251728,0.00016436544816389486,0.00018471970275472802
1035,64,12,0.23173529688754868,0.00018883897120799162,0.0004058165271260642
1043,27,21,0.18739554911975215,3.72510613257432e-05,0.00015573827460601628
1055,25,196,0.19090766057552525,0.0001984869675817933,9.474087916136447e-05
1062,37,156,0.2069046828309683,0.0006847124360964633,0.0004041269987992578
1125,30,37,0.20792890646809808,0.00031110245392277405,0.00023764696963117613
1144,19,7,0.1829387721746971,9.226413465741042e-06,9.500182562764784e-05
1152,22,0,0.18531310476287435,0.0,0.00011696700966124483
1156,34,4,0.2091737807402605,0.0003703520061855656,0.00043176502350049443
1160,21,24,0.19184818892486583,2.1255305209060406e-05,0.00011446487882341682
1167,73,158,0.22314533572434403,0.001005385931949678,0.00045793094724974034
1168,17,5,0.1918875787593643,3.863947104695564e-06,8.345707453673999e-05
1218,33,0,0.19162757569274275,0.0,0.0001957419162465837
1220,13,0,0.18842880917577373,0.0,0.00011575089983039786
1221,13,77,0.18549862598074407,6.237566262931952e-05,9.263371899632067e-05
1222,45,0,0.21621112142103063,0.0,0.00019521930727441005
1234,64,16,0.22257405390509263,8.461883064485933e-05,0.0002771556824641267
1241,27,35,0.19359677935732447,0.00014088812277143363,0.0002407901504327928
1248,54,21,0.2272831839366449,0.00017528557617309417,0.00021746495582986977
1253,57,51,0.217421996591249,0.0002583426356942467,0.0002918958251652078
1261,69,8,0.22950173794523515,4.539959779821731e-05,0.0003746996258511037
1297,309,76,0.27623984403974994,0.002714914646100328,0.001951860821612229
1321,26,0,0.20426040565948805,0.0,0.00010438978933806987
1326,16,6,0.18766836392519756,4.832033714426425e-05,0.00012709998571190922
1377,39,33,0.2056526465722266,9.609286555736467e-05,0.00021391754229209967
1389,28,0,0.20955792420415434,0.0,0.00021888113061306814
1390,30,32,0.21580290996882384,0.0001811545312650733,0.00031350474267953125
1394,30,9,0.2098194875338124,9.570602055037161e-05,0.00022334351902743478
1396,29,0,0.21245263689255056,0.0,0.00011588542160906109
1428,88,183,0.23047804003637085,0.0010692902450379963,0.0004178249925080926
1439,35,9,0.21024429499971517,8.529878835327832e-05,0.00022047387748145097
1441,21,41,0.2130480315375811,0.0001908150389774126,0.00021921225269784376
1442,24,20,0.18573825256570456,0.0003418154462330216,0.0003619979370251128
1446,17,3,0.18688031440661546,4.8604634506926375e-05,0.00027248165753695043
1453,116,0,0.2473043826011759,0.0,0.0007697508705739885
1464,60,0,0.21277583657677426,0.0,0.0005529028492584115
1465,19,8,0.19217363951009797,1.3713923756011795e-05,0.00028234564584384724
1468,33,20,0.20781331977263526,3.614208128786376e-05,0.00013248995156812707
1471,44,72,0.2231320167953883,0.0005738517409108418,0.00026226766488779006
1472,4,1,0.17766996860367548,9.700758855743897e-08,7.46027852698309e-05
1476,51,0,0.21426628665174557,0.0,0.000182506039257765
1478,13,0,0.19762226628723142,0.0,7.118953846502124e-05
1484,54,0,0.2162538005596693,0.0,0.0003773178884136855
1485,19,0,0.18663558075753905,0.0,8.441652150265403e-05
1487,42,117,0.22264033168899622,0.00034116415007518153,0.00018399409111361054
1489,47,64,0.2216897236191624,0.0004542647160361726,0.00036610873724383697
1490,28,0,0.19835598638058594,0.0,0.00010292007254096126
1497,52,28,0.22334531063388313,0.00028895915314587357,0.0004297023245692822
1501,29,38,0.21674129228837752,0.00014507371059010988,0.0001815089964276049
1506,33,41,0.2030941386097645,0.0001815771017795271,0.0001706022694830497
1507,12,2,0.18173815310597644,1.416538196951986e-06,6.741808805341194e-05
1513,28,0,0.19659768818628415,0.0,0.00016225618792648896
1514,101,0,0.2361051410974394,0.0,0.0004485583771731461
1518,28,0,0.20049342021227506,0.0,0.00013532517222163452
1524,23,4,0.18986052866378544,5.03344659138247e-05,0.00016141562360360193
1525,52,35,0.20688178247869038,0.00026067461035907005,0.00029642388456684667
1531,19,0,0.1991223944608532,0.0,0.00014368140442616955
1532,11,0,0.1787156535993294,0.0,6.52024198631059e-05
1533,9,0,0.18764695269541232,0.0,6.600532774327238e-05
1538,58,81,0.2160773255528545,0.00036261628092302693,0.00036943446890333025
1549,245,587,0.28192713494645066,0.016564095998753692,0.0012421979673656227
1555,45,79,0.22275973122333068,0.00014505159313259625,0.0001728290044088943
1556,29,0,0.2104205124188132,0.0,0.00012199624197826786
1557,12,0,0.18906039973811067,0.0,7.829661505451769e-05
1563,24,0,0.19642618485809785,0.0,0.00021281058566104686
1569,31,3,0.2084607622973263,3.043537182913631e-06,0.0002433507693254805
1573,57,0,0.21862526407223007,0.0,0.0001990905844498844
1587,27,5,0.20596990685343997,5.031390901533284e-05,0.00017359318069793195
1597,33,0,0.22072854672841688,0.0,0.00013922469947483544
1610,24,12,0.19300706331715295,1.873312487207293e-05,0.00019330693494587668
1619,19,4,0.21386463440445855,2.0126544813817162e-07,7.472116681663474e-05
1641,39,2,0.2210866289780552,9.44298428663955e-05,0.000251341107270634
1648,70,0,0.23999320073032188,0.0,0.00035123793255403005
1652,29,0,0.20231928895000792,0.0,0.0001823380962302122
1654,38,0,0.19640159620898667,0.0,0.00020491708656669851
1657,8,0,0.178860957827709,0.0,6.279037213552163e-05
1662,33,6,0.20356969121051705,3.089421672765183e-05,0.0001283056555350225
1669,22,0,0.18814729422043402,0.0,0.00010834612237518702
1679,81,0,0.2430322814178368,0.0,0.0005071313832162692
1689,15,2,0.1905379107742067,1.0178210251577922e-07,7.038642360560971e-05
1692,18,3,0.20082956713645325,1.2578769650409964e-06,0.00013826524666417478
1701,47,112,0.2202400029097405,0.0008523523058965396,0.0004907550472529876
1716,10,6,0.20805620043354492,4.7621672743019065e-05,0.0001049918892214354
1718,63,0,0.21828368713762986,0.0,0.00047187956401443496
1752,31,0,0.21051526975623794,0.0,0.0001283607149736302
1758,49,2,0.21576758481991218,3.2255570572791372e-06,0.00026754710073279106
1768,29,0,0.21617362816298075,0.0,0.0001130359263336734
1774,61,0,0.2252953153188599,0.0,0.0002337698975075476
1783,54,57,0.22707609848690613,0.00021918215871251183,0.00024050608523452834
1787,55,0,0.22973178740829087,0.0,0.0003161536839565357
1788,28,0,0.20201550272597354,0.0,0.00025747090699973534
1798,31,0,0.21823799837747113,0.0,0.00022881573610154652
1861,25,0,0.21114519914292948,0.0,0.0001470301709795125
1864,46,0,0.21833988947680114,0.0,0.00025972044684383853
1982,136,29,0.25912204958688123,0.0009708279344929644,0.0008075779697471245
2409,16,0,0.20777841920215384,0.0,0.0002086088618223289
2651,162,269,0.25831632182075287,0.0033574002336286993,0.0010996260440959374
2843,11,0,0.17991070222829494,0.0,6.703628310329765e-05
2909,65,57,0.2486599580544057,0.0004091204729797645,0.0004025218101113245
3892,94,0,0.2525271254494431,0.0,0.0006550278293514919
4037,457,15,0.29648297322467565,0.003801315535874442,0.004612715891167545
4134,38,2,0.23439424474198606,0.00011568793344142609,0.00024248512288868428
4792,60,62,0.24191767355140978,0.0005956059207648966,0.0006280237287669604
4942,9,0,0.2005902042061557,0.0,6.729404417273262e-05
5323,42,3,0.2296427181884597,8.826944845326468e-06,0.00017057388605216264
5697,104,230,0.25645563623447454,0.0022417560845070807,0.000684473308727245
6227,54,2,0.23836981504749954,9.642825237051193e-05,0.0003234577586384576
6330,80,1,0.24864341931426243,0.00014179402678086265,0.0006786160016035912
6624,60,135,0.24481688339161334,0.0004994066315226021,0.00031411590285948033
6765,51,1,0.23965342710365634,4.797307320894893e-05,0.00032833016687856066
6790,65,11,0.2411374449712917,0.00035026277381515003,0.0005162157332439998
6965,2,0,0.15066488466761613,0.0,5.75126867906928e-05
7161,5,0,0.19697691810911025,0.0,7.267768545758138e-05
7632,178,0,0.2730966686741936,0.0,0.0019037739909136611
8290,101,0,0.2339863459437882,0.0,0.0005069324864598211
7,0,24,0.0,0.0,5.0487823458630175e-05
32,14,4,0.21046919318713744,9.21405190397813e-05,0.00019385458408414878
105,21,3,0.21838730046675636,0.00013816616663463098,0.00032596058462083317
524,21,0,0.1764733091604839,0.0,0.0003379138241721569
1190,38,4,0.19837377603554976,0.00016808529282308054,0.00027112601923888046
1193,99,31,0.22464718522864824,0.000665929414128599,0.0006911485066391526
1425,46,0,0.2017195497621104,0.0,0.0002566102927272505
1919,128,112,0.24649570152907394,0.001124104053955084,0.0006612504287867396
8287,42,0,0.21656048416661292,0.0,0.0005117251710434227
36,34,227,0.1880554257955599,0.0006132471872389435,0.0001385730293934265
49,22,15,0.21696771963957837,0.00027642066819543777,0.000281010891921214
144,29,0,0.19963220217016198,0.0,0.00027118189241555324
150,26,28,0.1796767187056587,0.0001289023569698242,0.00013539492563036657
389,10,0,0.17242064394742126,0.0,8.17441942142292e-05
506,32,0,0.22084021050616776,0.0,0.0001963476909139275
587,36,18,0.20868336549011585,0.00013273742621051264,0.00023562901295241047
607,12,0,0.17440674193067982,0.0,0.00014965734898887524
622,12,0,0.1880526860370879,0.0,0.00012768183067587055
624,14,2,0.17167311762444598,1.4434575114551405e-07,8.401279813126325e-05
627,15,0,0.18138538011541214,0.0,0.0001255828729472473
628,17,1,0.1723776368049954,4.695450066834522e-05,0.0001279951306122505
631,17,0,0.17527317651120433,0.0,8.836071385278335e-05
636,30,11,0.205697909617582,5.0481272063576034e-05,0.00020117227482976916
637,30,25,0.2050660345249553,0.00032324862981476587,0.00020506487614876446
657,17,1,0.17099779569069323,1.1030411555803196e-06,9.810700481043158e-05
658,21,6,0.17554253425009086,5.6305058658130535e-05,0.00013878747043725106
674,15,16,0.18077146080222126,9.970936081582104e-06,7.988317167066462e-05
677,35,2,0.18786641586963843,9.416809362960182e-05,0.00032509727240978933
681,23,0,0.1801364536657994,0.0,0.00013120509863560797
687,12,0,0.17839170803375154,0.0,7.082297508702753e-05
715,29,23,0.1837932059680401,0.00036081961256934216,0.00041924024187317826
719,30,4,0.20374721001689206,6.191139785950414e-05,0.0002549213426259578
725,18,6,0.18133264500339227,1.6543138489755807e-05,0.0001167782400732048
749,35,66,0.19220328068842857,0.0002100852491582661,0.00016331563878312826
760,22,1,0.19230215068878267,0.00029592910773028114,0.00028644442005746923
778,25,0,0.21527767483419108,0.0,0.00011588806123388438
806,15,0,0.17571172300324006,0.0,0.00014991327221485396
810,31,34,0.19969838725373587,6.477779030055027e-05,9.720975977851721e-05
817,67,0,0.19888214849268002,0.0,0.0004484930677253751
822,16,11,0.18130626167078592,0.00015064722894087305,0.000198646969887514
844,31,45,0.2056526465722266,0.00014003986196541122,0.00014875170911464575
866,17,0,0.18174679337219066,0.0,8.988055813386868e-05
868,22,0,0.18222463621767024,0.0,0.00014907830116497577
875,17,0,0.1855487842093201,0.0,0.00017878072468490266
878,35,0,0.1856793888622258,0.0,0.00019212587020883925
882,16,7,0.17957314868815138,3.140331620323091e-06,8.060049160561755e-05
938,34,2,0.23169591519853583,2.4481962574703093e-05,0.00017085063553237806
977,24,0,0.19946971668719277,0.0,0.00022018422585896345
1092,13,0,0.18243835149127113,0.0,7.227399476368777e-05
9,0,81,0.0,0.0,5.0487823458630175e-05
517,20,0,0.16759638069188673,0.0,0.00021857855931438385
559,39,4,0.20581115444780532,9.962814687738845e-05,0.0003253527840915181
626,57,31,0.21420775896114688,0.0003358201382647858,0.00043942551874421025
918,26,17,0.18117446008480834,7.867471421765552e-05,0.0001708292630458711
982,30,47,0.19529588388830507,0.00012307867952928133,0.00014352765573030635
1049,74,3,0.2304922504093924,0.00038224089473332004,0.0005785960097010074
1103,53,9,0.22460669366678296,0.00016090457226461725,0.000455607665106618
1384,53,37,0.22580054417672962,0.0005019729886381853,0.0004359104808517047
1580,42,0,0.22281982058023436,0.0,0.00026820701028519903
1618,28,0,0.21602020937611802,0.0,0.0001753474825730294
1717,117,96,0.24090435683657271,0.0012274990382238073,0.0008301830701370565
1855,105,12,0.22406819763785274,0.0007702816637594897,0.001106975703933988
1966,91,18,0.23247023253466423,0.00012619920601270452,0.000356248707976787
743,15,0,0.18162322214654786,0.0,8.80019590680573e-05
746,28,0,0.19431517191662928,0.0,0.00020526730845001588
748,17,1,0.18767520285138592,7.161414388254694e-07,0.00012717091815136962
750,25,0,0.1936867884750977,0.0,0.0002179163675558295
11,0,743,0.0,0.0,5.0487823458630175e-05
15,361,50,0.29148957578089163,0.01156258726064681,0.0036812207295292714
72,154,164,0.26065777502370213,0.008011822532712367,0.0007778819412063818
95,39,2,0.2209037292081744,0.0006937966281774214,0.0007907971001829109
204,131,12,0.2555265761715609,0.00024222677655375103,0.0005633238613354887
230,44,6,0.2149714668999388,0.00032190437337847086,0.0005571370771172268
313,46,54,0.21196086689289195,0.00038458987009854173,0.0002515563893345185
332,55,0,0.2292294593581881,0.0,0.0002541174072790974
